Timestamp,selenium,carbon,manganese,silicium,dinitrogen,temperature_zone1,temperature_zone2,temperature_zone3,temperature_zone4,temperature_zone5,temperature_zone6,oxygen_zone123,oxygen_zone456,hydrogen_zone123,hydrogen_zone456,TARGET
2022-05-05 00:00:00,0.598,0.0415,0.1598,31.096999999999998,76,1211.3433187731882,1221.089336935003,1179.6524350562938,1240.0064792374994,1241.3981367892227,1199.3028715970504,2.906494649064774,4.738461730779829,5.265036293988556,7.978662253873066,0
2022-05-05 00:00:15,0.598,0.0415,0.1598,31.096999999999998,76,1210.4870647644632,1219.8403890154914,1179.3829485165224,1239.4574318397838,1239.80171992849,1199.83567689497,3.5864043972800657,4.6504692686594105,5.5816937096358465,7.8110466294270475,0
2022-05-05 00:00:30,0.598,0.0415,0.1598,31.096999999999998,76,1209.258397624547,1220.10892318007,1181.2125232500916,1238.6975408191854,1238.9422867151336,1201.7554051837355,3.4001401886618896,4.557777300506046,5.093743087811848,7.937646876730045,0
2022-05-05 00:00:45,0.598,0.0415,0.1598,31.096999999999998,76,1208.6948737726418,1218.51983739069,1181.6074330773806,1240.3167577389129,1240.1269882495715,1201.2987389856755,3.2503576596681083,4.636883109196626,4.8322977726098495,7.690236924417325,0
2022-05-05 00:01:00,0.598,0.0415,0.1598,31.096999999999998,76,1211.225541023908,1218.4644206545727,1180.833677694454,1239.269463565382,1238.6881056535244,1199.7640539917245,3.5058239767612225,4.824535530560361,5.35484766124726,7.4515825988636655,0
2022-05-05 00:01:15,0.598,0.0415,0.1598,31.096999999999998,76,1209.1529698506615,1220.1993689096864,1179.4353005611993,1239.4353164024565,1240.2159755618266,1198.9417884281709,3.60799325279297,4.764886989520312,5.3129547480437305,8.019589772121188,0
2022-05-05 00:01:30,0.598,0.0415,0.1598,31.096999999999998,76,1209.6677357742,1219.4182611569267,1180.3425759417266,1240.687072643391,1240.415120510876,1201.2760320171992,3.5564413519075035,4.285193570128099,5.194865323312979,7.940283303217757,0
2022-05-05 00:01:45,0.598,0.0415,0.1598,31.096999999999998,76,1210.377260904892,1219.9208312566589,1181.0033879101288,1238.289580417139,1239.4589110200104,1200.4748425009582,3.27240460801712,4.686272595844766,4.966907976536942,6.898303435344572,0
2022-05-05 00:02:00,0.598,0.0415,0.1598,31.096999999999998,76,1210.4789556979,1218.4136790201856,1181.499881779166,1237.9208235355834,1241.3303753786295,1199.0903850249076,3.5242591651196005,4.573168399202736,5.1088749630286605,7.6097883089758325,0
2022-05-05 00:02:15,0.598,0.0415,0.1598,31.096999999999998,76,1210.6241083068699,1220.507020932897,1179.9379035192067,1240.9765794076566,1241.1704440061314,1200.7758019151318,3.910846028598496,4.421716286852737,5.236370656210227,7.563671043969244,0
